X_coord,Y_coord,key,dateCollected,type,ID,rep,depth,block,depth1,ol_bd,BD,MC,coreLength,coreArea,coreVol,VMC,BD_g_mean,group_q75,group_q25,group_iqr,grid,lat,lon
2260,504553.189,252575.545,PA74,18/09/2012,PA,7,3,4,1,50,FALSE,1.31,0.292,50,7.092884,35.46442,0.292,1.37158333333333,1.45,1.3,0.15,TL0455352575,52.161556,-0.47293452
2262,504567.5665,252519.9016,SP81,15/10/2012,SP,8,2,1,1,5,FALSE,1.11,0.31,57,7.092884,40.43,0.31,0.999833333333333,1.1,0.9175,0.1825,TL0456752519,52.16105,-0.47274715
2263,504567.5665,252519.9016,SP81,15/10/2012,SP,8,2,1,1,5,FALSE,1.11,0.31,57,7.092884,40.43,0.31,0.999833333333333,1.1,0.9175,0.1825,TL0456752519,52.16105,-0.47274715
2265,504567.5665,252519.9016,SP81,15/10/2012,SP,8,1,1,1,5,FALSE,1.15,0.34,40.3,7.092884,28.58,0.34,0.999833333333333,1.1,0.9175,0.1825,TL0456752519,52.16105,-0.47274715
2266,504567.5665,252519.9016,SP81,15/10/2012,SP,8,1,1,1,5,FALSE,1.15,0.34,40.3,7.092884,28.58,0.34,0.999833333333333,1.1,0.9175,0.1825,TL0456752519,52.16105,-0.47274715
2268,504567.5665,252519.9016,SP81,15/10/2012,SP,8,3,1,1,5,FALSE,1.13,0.35,54.1,7.092884,38.37,0.35,0.999833333333333,1.1,0.9175,0.1825,TL0456752519,52.16105,-0.47274715
2269,504567.5665,252519.9016,SP81,15/10/2012,SP,8,3,1,1,5,FALSE,1.13,0.35,54.1,7.092884,38.37,0.35,0.999833333333333,1.1,0.9175,0.1825,TL0456752519,52.16105,-0.47274715
2271,504567.5665,252519.9016,SP82,15/10/2012,SP,8,2,2,1,15,FALSE,1.14,0.23,67.1,7.092884,47.59,0.23,1.2075,1.3,1.1275,0.1725,TL0456752519,52.16105,-0.47274715
2272,504567.5665,252519.9016,SP82,15/10/2012,SP,8,2,2,1,15,FALSE,1.14,0.23,67.1,7.092884,47.59,0.23,1.2075,1.3,1.1275,0.1725,TL0456752519,52.16105,-0.47274715
2274,504567.5665,252519.9016,SP82,15/10/2012,SP,8,3,2,1,15,FALSE,1.1,0.23,63.5,7.092884,45.04,0.23,1.2075,1.3,1.1275,0.1725,TL0456752519,52.16105,-0.47274715
2275,504567.5665,252519.9016,SP82,15/10/2012,SP,8,3,2,1,15,FALSE,1.1,0.23,63.5,7.092884,45.04,0.23,1.2075,1.3,1.1275,0.1725,TL0456752519,52.16105,-0.47274715
2277,504567.5665,252519.9016,SP82,15/10/2012,SP,8,1,2,1,15,FALSE,1.29,0.23,72.3,7.092884,51.28,0.23,1.2075,1.3,1.1275,0.1725,TL0456752519,52.16105,-0.47274715
2278,504567.5665,252519.9016,SP82,15/10/2012,SP,8,1,2,1,15,FALSE,1.29,0.23,72.3,7.092884,51.28,0.23,1.2075,1.3,1.1275,0.1725,TL0456752519,52.16105,-0.47274715
2280,504567.5665,252519.9016,SP83,15/10/2012,SP,8,2,3,1,30,FALSE,1.19,0.25,33.1,7.092884,23.48,0.25,1.3115,1.38,1.24,0.14,TL0456752519,52.16105,-0.47274715
2281,504567.5665,252519.9016,SP83,15/10/2012,SP,8,2,3,1,30,FALSE,1.19,0.25,33.1,7.092884,23.48,0.25,1.3115,1.38,1.24,0.14,TL0456752519,52.16105,-0.47274715
2283,504567.5665,252519.9016,SP83,15/10/2012,SP,8,1,3,1,30,FALSE,1.15,0.27,55.2,7.092884,39.15,0.27,1.3115,1.38,1.24,0.14,TL0456752519,52.16105,-0.47274715
2284,504567.5665,252519.9016,SP83,15/10/2012,SP,8,1,3,1,30,FALSE,1.15,0.27,55.2,7.092884,39.15,0.27,1.3115,1.38,1.24,0.14,TL0456752519,52.16105,-0.47274715
2286,504567.5665,252519.9016,SP83,15/10/2012,SP,8,3,3,1,30,FALSE,1.21,0.27,36.4,7.092884,25.82,0.27,1.3115,1.38,1.24,0.14,TL0456752519,52.16105,-0.47274715
2287,504567.5665,252519.9016,SP83,15/10/2012,SP,8,3,3,1,30,FALSE,1.21,0.27,36.4,7.092884,25.82,0.27,1.3115,1.38,1.24,0.14,TL0456752519,52.16105,-0.47274715
2289,504567.5665,252519.9016,SP84,15/10/2012,SP,8,1,4,1,50,FALSE,1.47,0.18,41,7.092884,29.08,0.18,1.4125,1.49,1.365,0.125,TL0456752519,52.16105,-0.47274715
2290,504567.5665,252519.9016,SP84,15/10/2012,SP,8,1,4,1,50,FALSE,1.47,0.18,41,7.092884,29.08,0.18,1.4125,1.49,1.365,0.125,TL0456752519,52.16105,-0.47274715
2292,504567.5665,252519.9016,SP84,15/10/2012,SP,8,3,4,1,50,FALSE,1.45,0.19,57.5,7.092884,40.78,0.19,1.4125,1.49,1.365,0.125,TL0456752519,52.16105,-0.47274715
2293,504567.5665,252519.9016,SP84,15/10/2012,SP,8,3,4,1,50,FALSE,1.45,0.19,57.5,7.092884,40.78,0.19,1.4125,1.49,1.365,0.125,TL0456752519,52.16105,-0.47274715
2295,504567.5665,252519.9016,SP84,15/10/2012,SP,8,2,4,1,50,FALSE,1.49,0.19,45.6,7.092884,32.34,0.19,1.4125,1.49,1.365,0.125,TL0456752519,52.16105,-0.47274715
2296,504567.5665,252519.9016,SP84,15/10/2012,SP,8,2,4,1,50,FALSE,1.49,0.19,45.6,7.092884,32.34,0.19,1.4125,1.49,1.365,0.125,TL0456752519,52.16105,-0.47274715
2298,504576.8915,252427.7661,SP161,16/10/2012,SP,16,2,1,1,5,FALSE,0.96,0.31,62.5,7.092884,44.33,0.31,0.999833333333333,1.1,0.9175,0.1825,TL0457652427,52.160221,-0.47264394
2299,504576.8915,252427.7661,SP161,16/10/2012,SP,16,2,1,1,5,FALSE,0.96,0.31,62.5,7.092884,44.33,0.31,0.999833333333333,1.1,0.9175,0.1825,TL0457652427,52.160221,-0.47264394
2301,504576.8915,252427.7661,SP161,16/10/2012,SP,16,3,1,1,5,FALSE,1.01,0.31,52,7.092884,36.88,0.31,0.999833333333333,1.1,0.9175,0.1825,TL0457652427,52.160221,-0.47264394
2302,504576.8915,252427.7661,SP161,16/10/2012,SP,16,3,1,1,5,FALSE,1.01,0.31,52,7.092884,36.88,0.31,0.999833333333333,1.1,0.9175,0.1825,TL0457652427,52.160221,-0.47264394
2304,504576.8915,252427.7661,SP161,16/10/2012,SP,16,1,1,1,5,FALSE,0.97,0.29,50.8,7.092884,36.03,0.29,0.999833333333333,1.1,0.9175,0.1825,TL0457652427,52.160221,-0.47264394
2305,504576.8915,252427.7661,SP161,16/10/2012,SP,16,1,1,1,5,FALSE,0.97,0.29,50.8,7.092884,36.03,0.29,0.999833333333333,1.1,0.9175,0.1825,TL0457652427,52.160221,-0.47264394
2307,504576.8915,252427.7661,SP162,16/10/2012,SP,16,1,2,1,15,FALSE,1.09,0.21,46.7,7.092884,33.12,0.21,1.2075,1.3,1.1275,0.1725,TL0457652427,52.160221,-0.47264394
2308,504576.8915,252427.7661,SP162,16/10/2012,SP,16,1,2,1,15,FALSE,1.09,0.21,46.7,7.092884,33.12,0.21,1.2075,1.3,1.1275,0.1725,TL0457652427,52.160221,-0.47264394
2310,504576.8915,252427.7661,SP162,16/10/2012,SP,16,2,2,1,15,FALSE,1.13,0.2,55.8,7.092884,39.58,0.2,1.2075,1.3,1.1275,0.1725,TL0457652427,52.160221,-0.47264394
2311,504576.8915,252427.7661,SP162,16/10/2012,SP,16,2,2,1,15,FALSE,1.13,0.2,55.8,7.092884,39.58,0.2,1.2075,1.3,1.1275,0.1725,TL0457652427,52.160221,-0.47264394
2313,504576.8915,252427.7661,SP162,16/10/2012,SP,16,3,2,1,15,FALSE,1.05,0.37,61.8,7.092884,43.83,0.37,1.2075,1.3,1.1275,0.1725,TL0457652427,52.160221,-0.47264394
2314,504576.8915,252427.7661,SP162,16/10/2012,SP,16,3,2,1,15,FALSE,1.05,0.37,61.8,7.092884,43.83,0.37,1.2075,1.3,1.1275,0.1725,TL0457652427,52.160221,-0.47264394
2316,504576.8915,252427.7661,SP163,16/10/2012,SP,16,2,3,1,30,FALSE,1.38,0.16,37.2,7.092884,26.39,0.16,1.3115,1.38,1.24,0.14,TL0457652427,52.160221,-0.47264394
2317,504576.8915,252427.7661,SP163,16/10/2012,SP,16,2,3,1,30,FALSE,1.38,0.16,37.2,7.092884,26.39,0.16,1.3115,1.38,1.24,0.14,TL0457652427,52.160221,-0.47264394
2319,504576.8915,252427.7661,SP163,16/10/2012,SP,16,3,3,1,30,FALSE,1.37,0.17,42.7,7.092884,30.29,0.17,1.3115,1.38,1.24,0.14,TL0457652427,52.160221,-0.47264394
2320,504576.8915,252427.7661,SP163,16/10/2012,SP,16,3,3,1,30,FALSE,1.37,0.17,42.7,7.092884,30.29,0.17,1.3115,1.38,1.24,0.14,TL0457652427,52.160221,-0.47264394
2322,504576.8915,252427.7661,SP163,16/10/2012,SP,16,1,3,1,30,FALSE,1.32,0.16,54.1,7.092884,38.37,0.16,1.3115,1.38,1.24,0.14,TL0457652427,52.160221,-0.47264394
2323,504576.8915,252427.7661,SP163,16/10/2012,SP,16,1,3,1,30,FALSE,1.32,0.16,54.1,7.092884,38.37,0.16,1.3115,1.38,1.24,0.14,TL0457652427,52.160221,-0.47264394
2325,504576.8915,252427.7661,SP164,16/10/2012,SP,16,1,4,1,50,FALSE,1.43,0.17,52.2,7.092884,37.02,0.17,1.4125,1.49,1.365,0.125,TL0457652427,52.160221,-0.47264394
2326,504576.8915,252427.7661,SP164,16/10/2012,SP,16,1,4,1,50,FALSE,1.43,0.17,52.2,7.092884,37.02,0.17,1.4125,1.49,1.365,0.125,TL0457652427,52.160221,-0.47264394
2328,504576.8915,252427.7661,SP164,16/10/2012,SP,16,2,4,1,50,FALSE,1.56,0.17,46.8,7.092884,33.19,0.17,1.4125,1.49,1.365,0.125,TL0457652427,52.160221,-0.47264394
2329,504576.8915,252427.7661,SP164,16/10/2012,SP,16,2,4,1,50,FALSE,1.56,0.17,46.8,7.092884,33.19,0.17,1.4125,1.49,1.365,0.125,TL0457652427,52.160221,-0.47264394
2331,504576.8915,252427.7661,SP164,16/10/2012,SP,16,3,4,1,50,FALSE,1.58,0.17,57.7,7.092884,40.93,0.17,1.4125,1.49,1.365,0.125,TL0457652427,52.160221,-0.47264394
2332,504576.8915,252427.7661,SP164,16/10/2012,SP,16,3,4,1,50,FALSE,1.58,0.17,57.7,7.092884,40.93,0.17,1.4125,1.49,1.365,0.125,TL0457652427,52.160221,-0.47264394
2334,504583.189,252455.545,PA181,25/09/2012,PA,18,1,1,1,5,FALSE,0.68,0.288,47,7.092884,33.33655,0.288,0.961419041666667,1.0525,0.88,0.1725,TL0458352455,52.160472,-0.47253303
2335,504583.189,252455.545,PA181,25/09/2012,PA,18,1,1,1,5,FALSE,0.68,0.288,47,7.092884,33.33655,0.288,0.961419041666667,1.0525,0.88,0.1725,TL0458352455,52.160472,-0.47253303
2337,504583.189,252455.545,PA181,25/09/2012,PA,18,2,1,1,5,FALSE,1.08,0.286,60,7.092884,42.5573,0.286,0.961419041666667,1.0525,0.88,0.1725,TL0458352455,52.160472,-0.47253303
2338,504583.189,252455.545,PA181,25/09/2012,PA,18,2,1,1,5,FALSE,1.08,0.286,60,7.092884,42.5573,0.286,0.961419041666667,1.0525,0.88,0.1725,TL0458352455,52.160472,-0.47253303
2340,504583.189,252455.545,PA181,25/09/2012,PA,18,3,1,1,5,FALSE,0.81,0.333,56,7.092884,39.72015,0.333,0.961419041666667,1.0525,0.88,0.1725,TL0458352455,52.160472,-0.47253303
2341,504583.189,252455.545,PA181,25/09/2012,PA,18,3,1,1,5,FALSE,0.81,0.333,56,7.092884,39.72015,0.333,0.961419041666667,1.0525,0.88,0.1725,TL0458352455,52.160472,-0.47253303
2343,504583.189,252455.545,PA182,25/09/2012,PA,18,1,2,1,15,FALSE,1.1,0.227,62,7.092884,43.97588,0.227,1.18375728333333,1.27,1.0975,0.1725,TL0458352455,52.160472,-0.47253303
2344,504583.189,252455.545,PA182,25/09/2012,PA,18,1,2,1,15,FALSE,1.1,0.227,62,7.092884,43.97588,0.227,1.18375728333333,1.27,1.0975,0.1725,TL0458352455,52.160472,-0.47253303
2346,504583.189,252455.545,PA182,25/09/2012,PA,18,2,2,1,15,FALSE,1.1,0.263,66,7.092884,46.81303,0.263,1.18375728333333,1.27,1.0975,0.1725,TL0458352455,52.160472,-0.47253303
2347,504583.189,252455.545,PA182,25/09/2012,PA,18,2,2,1,15,FALSE,1.1,0.263,66,7.092884,46.81303,0.263,1.18375728333333,1.27,1.0975,0.1725,TL0458352455,52.160472,-0.47253303
2349,504583.189,252455.545,PA182,25/09/2012,PA,18,3,2,1,15,FALSE,1.29,0.22,61,7.092884,43.26659,0.22,1.18375728333333,1.27,1.0975,0.1725,TL0458352455,52.160472,-0.47253303
2350,504583.189,252455.545,PA182,25/09/2012,PA,18,3,2,1,15,FALSE,1.29,0.22,61,7.092884,43.26659,0.22,1.18375728333333,1.27,1.0975,0.1725,TL0458352455,52.160472,-0.47253303
2352,504583.189,252455.545,PA183,25/09/2012,PA,18,1,3,1,30,TRUE,1.26987564166667,0.27,67,7.092884,47.52232,0.27,1.26987564166667,1.3525,1.21,0.1425,TL0458352455,52.160472,-0.47253303
2353,504583.189,252455.545,PA183,25/09/2012,PA,18,1,3,1,30,TRUE,1.26987564166667,0.27,67,7.092884,47.52232,0.27,1.26987564166667,1.3525,1.21,0.1425,TL0458352455,52.160472,-0.47253303
2355,504583.189,252455.545,PA183,25/09/2012,PA,18,2,3,1,30,FALSE,1.17,0.217,56,7.092884,39.72015,0.217,1.26987564166667,1.3525,1.21,0.1425,TL0458352455,52.160472,-0.47253303
2356,504583.189,252455.545,PA183,25/09/2012,PA,18,2,3,1,30,FALSE,1.17,0.217,56,7.092884,39.72015,0.217,1.26987564166667,1.3525,1.21,0.1425,TL0458352455,52.160472,-0.47253303
2358,504583.189,252455.545,PA183,25/09/2012,PA,18,3,3,1,30,FALSE,1.11,0.285,65,7.092884,46.10375,0.285,1.26987564166667,1.3525,1.21,0.1425,TL0458352455,52.160472,-0.47253303
2359,504583.189,252455.545,PA183,25/09/2012,PA,18,3,3,1,30,FALSE,1.11,0.285,65,7.092884,46.10375,0.285,1.26987564166667,1.3525,1.21,0.1425,TL0458352455,52.160472,-0.47253303
2361,504583.189,252455.545,PA184,25/09/2012,PA,18,1,4,1,50,FALSE,1.21,0.261,60,7.092884,42.5573,0.261,1.37158333333333,1.45,1.3,0.15,TL0458352455,52.160472,-0.47253303
2362,504583.189,252455.545,PA184,25/09/2012,PA,18,1,4,1,50,FALSE,1.21,0.261,60,7.092884,42.5573,0.261,1.37158333333333,1.45,1.3,0.15,TL0458352455,52.160472,-0.47253303
2364,504583.189,252455.545,PA184,25/09/2012,PA,18,2,4,1,50,FALSE,1.43,0.215,61,7.092884,43.26659,0.215,1.37158333333333,1.45,1.3,0.15,TL0458352455,52.160472,-0.47253303
2365,504583.189,252455.545,PA184,25/09/2012,PA,18,2,4,1,50,FALSE,1.43,0.215,61,7.092884,43.26659,0.215,1.37158333333333,1.45,1.3,0.15,TL0458352455,52.160472,-0.47253303
2367,504583.189,252455.545,PA184,25/09/2012,PA,18,3,4,1,50,FALSE,1.35,0.23,58,7.092884,41.13873,0.23,1.37158333333333,1.45,1.3,0.15,TL0458352455,52.160472,-0.47253303
2368,504583.189,252455.545,PA184,25/09/2012,PA,18,3,4,1,50,FALSE,1.35,0.23,58,7.092884,41.13873,0.23,1.37158333333333,1.45,1.3,0.15,TL0458352455,52.160472,-0.47253303
2370,504583.189,252545.545,PA111,21/09/2012,PA,11,1,1,1,5,FALSE,1.06,0.25,54,7.092884,38.30157,0.25,0.961419041666667,1.0525,0.88,0.1725,TL0458352545,52.161281,-0.47250534
2371,504583.189,252545.545,PA111,21/09/2012,PA,11,1,1,1,5,FALSE,1.06,0.25,54,7.092884,38.30157,0.25,0.961419041666667,1.0525,0.88,0.1725,TL0458352545,52.161281,-0.47250534
2373,504583.189,252545.545,PA111,21/09/2012,PA,11,2,1,1,5,FALSE,0.64,0.231,65,7.092884,46.10375,0.231,0.961419041666667,1.0525,0.88,0.1725,TL0458352545,52.161281,-0.47250534
2374,504583.189,252545.545,PA111,21/09/2012,PA,11,2,1,1,5,FALSE,0.64,0.231,65,7.092884,46.10375,0.231,0.961419041666667,1.0525,0.88,0.1725,TL0458352545,52.161281,-0.47250534
2376,504583.189,252545.545,PA111,21/09/2012,PA,11,3,1,1,5,FALSE,1.09,0.26,60,7.092884,42.5573,0.26,0.961419041666667,1.0525,0.88,0.1725,TL0458352545,52.161281,-0.47250534
2377,504583.189,252545.545,PA111,21/09/2012,PA,11,3,1,1,5,FALSE,1.09,0.26,60,7.092884,42.5573,0.26,0.961419041666667,1.0525,0.88,0.1725,TL0458352545,52.161281,-0.47250534
2379,504583.189,252545.545,PA112,21/09/2012,PA,11,2,2,1,15,FALSE,1.02,0.213,65,7.092884,46.10375,0.213,1.18375728333333,1.27,1.0975,0.1725,TL0458352545,52.161281,-0.47250534
2380,504583.189,252545.545,PA112,21/09/2012,PA,11,2,2,1,15,FALSE,1.02,0.213,65,7.092884,46.10375,0.213,1.18375728333333,1.27,1.0975,0.1725,TL0458352545,52.161281,-0.47250534
2382,504583.189,252545.545,PA112,21/09/2012,PA,11,1,2,1,15,FALSE,1.33,0.21,55,7.092884,39.01086,0.21,1.18375728333333,1.27,1.0975,0.1725,TL0458352545,52.161281,-0.47250534
2383,504583.189,252545.545,PA112,21/09/2012,PA,11,1,2,1,15,FALSE,1.33,0.21,55,7.092884,39.01086,0.21,1.18375728333333,1.27,1.0975,0.1725,TL0458352545,52.161281,-0.47250534
2385,504583.189,252545.545,PA112,21/09/2012,PA,11,3,2,1,15,FALSE,1.18,0.223,57,7.092884,40.42944,0.223,1.18375728333333,1.27,1.0975,0.1725,TL0458352545,52.161281,-0.47250534
2386,504583.189,252545.545,PA112,21/09/2012,PA,11,3,2,1,15,FALSE,1.18,0.223,57,7.092884,40.42944,0.223,1.18375728333333,1.27,1.0975,0.1725,TL0458352545,52.161281,-0.47250534
2388,504583.189,252545.545,PA113,21/09/2012,PA,11,1,3,1,30,FALSE,1.3,0.21,45,7.092884,31.91798,0.21,1.26987564166667,1.3525,1.21,0.1425,TL0458352545,52.161281,-0.47250534
2389,504583.189,252545.545,PA113,21/09/2012,PA,11,1,3,1,30,FALSE,1.3,0.21,45,7.092884,31.91798,0.21,1.26987564166667,1.3525,1.21,0.1425,TL0458352545,52.161281,-0.47250534
2391,504583.189,252545.545,PA113,21/09/2012,PA,11,2,3,1,30,FALSE,1.33,0.23,49,7.092884,34.75513,0.23,1.26987564166667,1.3525,1.21,0.1425,TL0458352545,52.161281,-0.47250534
2392,504583.189,252545.545,PA113,21/09/2012,PA,11,2,3,1,30,FALSE,1.33,0.23,49,7.092884,34.75513,0.23,1.26987564166667,1.3525,1.21,0.1425,TL0458352545,52.161281,-0.47250534
2394,504583.189,252545.545,PA113,21/09/2012,PA,11,3,3,1,30,FALSE,1.39,0.203,56,7.092884,39.72015,0.203,1.26987564166667,1.3525,1.21,0.1425,TL0458352545,52.161281,-0.47250534
2395,504583.189,252545.545,PA113,21/09/2012,PA,11,3,3,1,30,FALSE,1.39,0.203,56,7.092884,39.72015,0.203,1.26987564166667,1.3525,1.21,0.1425,TL0458352545,52.161281,-0.47250534
2397,504583.189,252545.545,PA114,21/09/2012,PA,11,3,4,1,50,FALSE,1.1,0.235,59,7.092884,41.84802,0.235,1.37158333333333,1.45,1.3,0.15,TL0458352545,52.161281,-0.47250534
2398,504583.189,252545.545,PA114,21/09/2012,PA,11,3,4,1,50,FALSE,1.1,0.235,59,7.092884,41.84802,0.235,1.37158333333333,1.45,1.3,0.15,TL0458352545,52.161281,-0.47250534
2400,504583.189,252545.545,PA114,21/09/2012,PA,11,1,4,1,50,FALSE,1.37,0.227,48,7.092884,34.04584,0.227,1.37158333333333,1.45,1.3,0.15,TL0458352545,52.161281,-0.47250534
2401,504583.189,252545.545,PA114,21/09/2012,PA,11,1,4,1,50,FALSE,1.37,0.227,48,7.092884,34.04584,0.227,1.37158333333333,1.45,1.3,0.15,TL0458352545,52.161281,-0.47250534
2403,504583.189,252545.545,PA114,21/09/2012,PA,11,2,4,1,50,FALSE,1.33,0.248,53,7.092884,37.59229,0.248,1.37158333333333,1.45,1.3,0.15,TL0458352545,52.161281,-0.47250534
2404,504583.189,252545.545,PA114,21/09/2012,PA,11,2,4,1,50,FALSE,1.33,0.248,53,7.092884,37.59229,0.248,1.37158333333333,1.45,1.3,0.15,TL0458352545,52.161281,-0.47250534
2406,504583.189,252575.545,PA81,08/12/2012,PA,8,3,1,1,5,FALSE,0.88,0.53,65.8,7.092884,46.67,0.53,0.961419041666667,1.0525,0.88,0.1725,TL0458352575,52.16155,-0.47249611
2407,504583.189,252575.545,PA81,08/12/2012,PA,8,3,1,1,5,FALSE,0.88,0.53,65.8,7.092884,46.67,0.53,0.961419041666667,1.0525,0.88,0.1725,TL0458352575,52.16155,-0.47249611
2409,504583.189,252575.545,PA81,18/09/2012,PA,8,1,1,1,5,FALSE,0.98,0.275,64,7.092884,45.39446,0.275,0.961419041666667,1.0525,0.88,0.1725,TL0458352575,52.16155,-0.47249611
2410,504583.189,252575.545,PA81,18/09/2012,PA,8,1,1,1,5,FALSE,0.98,0.275,64,7.092884,45.39446,0.275,0.961419041666667,1.0525,0.88,0.1725,TL0458352575,52.16155,-0.47249611
2412,504583.189,252575.545,PA81,08/12/2012,PA,8,2,1,1,5,FALSE,0.84,0.56,67.3,7.092884,47.74,0.56,0.961419041666667,1.0525,0.88,0.1725,TL0458352575,52.16155,-0.47249611
2413,504583.189,252575.545,PA81,08/12/2012,PA,8,2,1,1,5,FALSE,0.84,0.56,67.3,7.092884,47.74,0.56,0.961419041666667,1.0525,0.88,0.1725,TL0458352575,52.16155,-0.47249611
2415,504583.189,252575.545,PA82,18/09/2012,PA,8,1,2,1,15,FALSE,1.07,0.293,53,7.092884,37.59229,0.293,1.18375728333333,1.27,1.0975,0.1725,TL0458352575,52.16155,-0.47249611
2416,504583.189,252575.545,PA82,18/09/2012,PA,8,1,2,1,15,FALSE,1.07,0.293,53,7.092884,37.59229,0.293,1.18375728333333,1.27,1.0975,0.1725,TL0458352575,52.16155,-0.47249611
2418,504583.189,252575.545,PA82,08/12/2012,PA,8,2,2,1,15,FALSE,1.1,0.43,47.6,7.092884,33.76,0.43,1.18375728333333,1.27,1.0975,0.1725,TL0458352575,52.16155,-0.47249611
2419,504583.189,252575.545,PA82,08/12/2012,PA,8,2,2,1,15,FALSE,1.1,0.43,47.6,7.092884,33.76,0.43,1.18375728333333,1.27,1.0975,0.1725,TL0458352575,52.16155,-0.47249611
2421,504583.189,252575.545,PA82,08/12/2012,PA,8,3,2,1,15,FALSE,0.85,0.47,59.7,7.092884,42.34,0.47,1.18375728333333,1.27,1.0975,0.1725,TL0458352575,52.16155,-0.47249611
2422,504583.189,252575.545,PA82,08/12/2012,PA,8,3,2,1,15,FALSE,0.85,0.47,59.7,7.092884,42.34,0.47,1.18375728333333,1.27,1.0975,0.1725,TL0458352575,52.16155,-0.47249611
2424,504583.189,252575.545,PA83,08/12/2012,PA,8,2,3,1,30,FALSE,1.2,0.36,56.9,7.092884,40.36,0.36,1.26987564166667,1.3525,1.21,0.1425,TL0458352575,52.16155,-0.47249611
2425,504583.189,252575.545,PA83,08/12/2012,PA,8,2,3,1,30,FALSE,1.2,0.36,56.9,7.092884,40.36,0.36,1.26987564166667,1.3525,1.21,0.1425,TL0458352575,52.16155,-0.47249611
2427,504583.189,252575.545,PA83,18/09/2012,PA,8,1,3,1,30,FALSE,1.23,0.318,57,7.092884,40.42944,0.318,1.26987564166667,1.3525,1.21,0.1425,TL0458352575,52.16155,-0.47249611
2428,504583.189,252575.545,PA83,18/09/2012,PA,8,1,3,1,30,FALSE,1.23,0.318,57,7.092884,40.42944,0.318,1.26987564166667,1.3525,1.21,0.1425,TL0458352575,52.16155,-0.47249611
2430,504583.189,252575.545,PA83,08/12/2012,PA,8,3,3,1,30,FALSE,1.21,0.37,40.4,7.092884,28.66,0.37,1.26987564166667,1.3525,1.21,0.1425,TL0458352575,52.16155,-0.47249611
2431,504583.189,252575.545,PA83,08/12/2012,PA,8,3,3,1,30,FALSE,1.21,0.37,40.4,7.092884,28.66,0.37,1.26987564166667,1.3525,1.21,0.1425,TL0458352575,52.16155,-0.47249611
2433,504583.189,252575.545,PA84,18/09/2012,PA,8,1,4,1,50,FALSE,1.35,0.288,60,7.092884,42.5573,0.288,1.37158333333333,1.45,1.3,0.15,TL0458352575,52.16155,-0.47249611
2434,504583.189,252575.545,PA84,18/09/2012,PA,8,1,4,1,50,FALSE,1.35,0.288,60,7.092884,42.5573,0.288,1.37158333333333,1.45,1.3,0.15,TL0458352575,52.16155,-0.47249611
2436,504583.189,252575.545,PA84,08/12/2012,PA,8,2,4,1,50,FALSE,1.27,0.33,62,7.092884,43.98,0.33,1.37158333333333,1.45,1.3,0.15,TL0458352575,52.16155,-0.47249611
2437,504583.189,252575.545,PA84,08/12/2012,PA,8,2,4,1,50,FALSE,1.27,0.33,62,7.092884,43.98,0.33,1.37158333333333,1.45,1.3,0.15,TL0458352575,52.16155,-0.47249611
2439,504583.189,252575.545,PA84,08/12/2012,PA,8,3,4,1,50,FALSE,1.24,0.35,45.6,7.092884,32.34,0.35,1.37158333333333,1.45,1.3,0.15,TL0458352575,52.16155,-0.47249611
2440,504583.189,252575.545,PA84,08/12/2012,PA,8,3,4,1,50,FALSE,1.24,0.35,45.6,7.092884,32.34,0.35,1.37158333333333,1.45,1.3,0.15,TL0458352575,52.16155,-0.47249611
2442,504583.189,252605.545,PA41,20/09/2012,PA,4,1,1,1,5,FALSE,1.08,0.323,47,7.092884,33.33655,0.323,0.961419041666667,1.0525,0.88,0.1725,TL0458352605,52.16182,-0.47248688
2443,504583.189,252605.545,PA41,20/09/2012,PA,4,1,1,1,5,FALSE,1.08,0.323,47,7.092884,33.33655,0.323,0.961419041666667,1.0525,0.88,0.1725,TL0458352605,52.16182,-0.47248688
2445,504583.189,252605.545,PA41,20/09/2012,PA,4,2,1,1,5,FALSE,1.12,0.284,59,7.092884,41.84802,0.284,0.961419041666667,1.0525,0.88,0.1725,TL0458352605,52.16182,-0.47248688
2446,504583.189,252605.545,PA41,20/09/2012,PA,4,2,1,1,5,FALSE,1.12,0.284,59,7.092884,41.84802,0.284,0.961419041666667,1.0525,0.88,0.1725,TL0458352605,52.16182,-0.47248688
2448,504583.189,252605.545,PA41,20/09/2012,PA,4,3,1,1,5,FALSE,0.7,0.328,51,7.092884,36.17371,0.328,0.961419041666667,1.0525,0.88,0.1725,TL0458352605,52.16182,-0.47248688
2449,504583.189,252605.545,PA41,20/09/2012,PA,4,3,1,1,5,FALSE,0.7,0.328,51,7.092884,36.17371,0.328,0.961419041666667,1.0525,0.88,0.1725,TL0458352605,52.16182,-0.47248688
2451,504583.189,252605.545,PA42,20/09/2012,PA,4,1,2,1,15,FALSE,1.07,0.284,50,7.092884,35.46442,0.284,1.18375728333333,1.27,1.0975,0.1725,TL0458352605,52.16182,-0.47248688
2452,504583.189,252605.545,PA42,20/09/2012,PA,4,1,2,1,15,FALSE,1.07,0.284,50,7.092884,35.46442,0.284,1.18375728333333,1.27,1.0975,0.1725,TL0458352605,52.16182,-0.47248688
2454,504583.189,252605.545,PA42,20/09/2012,PA,4,2,2,1,15,FALSE,1.18,0.272,68,7.092884,48.23161,0.272,1.18375728333333,1.27,1.0975,0.1725,TL0458352605,52.16182,-0.47248688
